,POC,BussinessSegment,totalVolumen,SkuDistintosPromediosXOrden,SkuDistintosToTales,concentracion,nse,segmentoUnico,canal
28875,457107,MediumUsage,5.369579999999999,7.875,30,Alto,S/D,4.Activos,Kioscos/Maxikioscos
28878,457530,MinimalUsage,0.5324199999999999,5.6667,12,S/D,S/D,4.Activos,Autoservicio
28879,457842,HighUsage,52.09792,5.5333,51,S/D,S/D,4.Activos,Autoservicio
28882,458570,HighUsage,27.25724,8.4167,37,S/D,S/D,4.Activos,COMIDA
28903,187330,HighUsage,3.51324,3.7143,18,Medio,S/D,2.Masivos,Kioscos/Maxikioscos
28906,22456,MediumUsage,8.08152,12.4444,31,Alto,Medio,2.Masivos,Tradicional
28932,375703,HighUsage,2.4077800000000003,5.0,11,Medio,Bajo,4.Activos,Tradicional
28939,378837,HighUsage,6.93202,4.5,27,Medio,Bajo,4.Activos,Tradicional
28942,382404,HighUsage,76.12782,11.2308,96,Alto,Medio,2.Masivos,Tradicional
28953,394418,PowerUsage,1.9695400000000003,2.8,11,Medio,Medio,4.Activos,Kioscos/Maxikioscos
28954,395100,PowerUsage,8.51124,5.1111,46,Medio,S/D,4.Activos,Tradicional
28957,403862,MinimalUsage,4.343559999999999,4.75,27,Alto,Medio,4.Activos,Tradicional
28979,425421,HighUsage,5.864599999999999,5.3125,37,Alto,Medio,4.Activos,Kioscos/Maxikioscos
28981,426467,MediumUsage,6.386619999999999,20.5,61,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
28991,430493,PowerUsage,34.907140000000005,4.02,58,Medio,Bajo,4.Activos,Autoservicio
28992,430505,HighUsage,0.28462,2.25,8,Medio,Medio,4.Activos,Kioscos/Maxikioscos
28993,431585,HighUsage,3.4344,4.5556,19,Alto,Medio,4.Activos,Tradicional
28994,431684,MinimalUsage,0.31476,4.5,6,Alto,Medio,1.Inactivos,Tradicional
29002,437338,MediumUsage,11.03386,6.2,38,Bajo,Bajo,2.Masivos,Tradicional
29013,445408,HighUsage,4.1631,3.9545,16,Alto,Medio,4.Activos,COMIDA
29018,447753,MediumUsage,4.5636600000000005,3.9375,21,Medio,Medio,1.Inactivos,Tradicional
29022,448984,MediumUsage,6.15204,4.1667,12,Alto,Bajo,1.Inactivos,Tradicional
29027,451743,PowerUsage,15.23408,3.5417,21,Alto,S/D,4.Activos,Tradicional
29029,452057,MinimalUsage,3.55206,12.25,23,Medio,S/D,2.Masivos,Tradicional
29033,453323,MediumUsage,0.56274,7.0,10,Alto,S/D,2.Masivos,COMIDA
29045,456992,PowerUsage,1.7274000000000005,5.5,14,S/D,S/D,5.Select,Tradicional
29048,458037,MediumUsage,188.91004,2.0294,14,S/D,S/D,2.Masivos,Tradicional
29049,458619,HighUsage,7.400239999999999,4.7333,26,S/D,S/D,4.Activos,Tradicional
29121,394237,PowerUsage,15.62296,6.3125,72,Medio,Medio,5.Select,Tradicional
29123,395698,MediumUsage,96.78,2.5714,6,Alto,Medio,4.Activos,BEBIDA
29137,414627,MediumUsage,0.65724,7.0,7,Medio,Bajo,1.Inactivos,Tradicional
29146,427028,PowerUsage,21.62952,16.0,37,Medio,Medio,4.Activos,COMIDA
29147,427487,MediumUsage,1.42662,1.75,7,Alto,Medio,1.Inactivos,Tradicional
29152,432285,PowerUsage,1.6886800000000002,3.8333,17,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
29159,436195,MinimalUsage,1.24872,5.5,9,Medio,Medio,2.Masivos,COMIDA
29161,437118,MinimalUsage,0.798,3.3333,7,Medio,Alto,1.Inactivos,Tradicional
29163,438416,HighUsage,41.95786,9.1731,60,Medio,Bajo,5.Select,Tradicional
29175,446281,PowerUsage,6.43662,4.5556,20,Medio,Bajo,4.Activos,Tradicional
29184,449523,HighUsage,2.32534,1.25,11,Alto,Medio,5.Select,Tradicional
29205,455237,MinimalUsage,2.39996,6.6667,11,S/D,S/D,1.Inactivos,Tradicional
29209,458410,MediumUsage,3.5603800000000003,4.5,20,Medio,Medio,1.Inactivos,Tradicional
29232,172723,HighUsage,0.05926,3.0,3,Medio,Bajo,4.Activos,Tradicional
29239,181048,HighUsage,1.09974,3.75,9,Medio,Medio,4.Activos,Tradicional
29248,331241,MediumUsage,21.0973,6.2826,56,Medio,Medio,4.Activos,Kioscos/Maxikioscos
29268,38394,MediumUsage,3.11982,4.1111,12,Medio,Bajo,1.Inactivos,Tradicional
29273,392255,MediumUsage,0.80676,2.3333,7,Medio,Medio,1.Inactivos,Tradicional
29281,399955,HighUsage,6.610860000000001,3.5556,17,Medio,Bajo,4.Activos,Tradicional
29285,407566,HighUsage,5.45542,5.8462,35,Medio,Medio,4.Activos,Tradicional
29289,410657,PowerUsage,7.47198,5.1111,31,Medio,Bajo,4.Activos,Tradicional
29313,430375,MediumUsage,15.56444,2.125,9,Alto,Medio,4.Activos,Tradicional
29316,432702,HighUsage,9.66298,7.8846,35,Medio,Bajo,4.Activos,Tradicional
29328,437153,MediumUsage,4.29838,3.5,10,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
29330,439324,HighUsage,5.40274,4.2273,23,Alto,Medio,4.Activos,Tradicional
29333,441063,PowerUsage,2.87838,5.3333,20,Medio,Bajo,2.Masivos,Tradicional
29345,447036,PowerUsage,25.872599999999995,9.0,42,Medio,Medio,2.Masivos,Autoservicio
29354,449926,HighUsage,39.05278,5.381,44,Medio,Bajo,5.Select,Tradicional
29356,451231,PowerUsage,16.20798,11.8636,71,Alto,Medio,5.Select,Tradicional
29364,456781,MinimalUsage,1.2651400000000002,2.0,6,Alto,Medio,1.Inactivos,Tradicional
29369,458207,MediumUsage,10.7955,4.4167,10,Alto,Medio,2.Masivos,COMIDA
29373,459603,MinimalUsage,0.6644399999999999,6.0,11,S/D,S/D,1.Inactivos,Kioscos/Maxikioscos
29374,459788,MinimalUsage,0.8208,8.0,8,S/D,S/D,2.Masivos,BEBIDA
29384,75179,MinimalUsage,0.9328,2.6667,4,Alto,Bajo,1.Inactivos,Tradicional
29394,101086,HighUsage,2.34096,2.7273,17,Medio,Medio,4.Activos,Tradicional
29404,28493,MediumUsage,2.41218,2.4,5,Medio,Bajo,1.Inactivos,Tradicional
29406,303874,PowerUsage,1.11576,4.5714,19,Alto,Medio,4.Activos,Kioscos/Maxikioscos
29409,311362,MediumUsage,4.05574,6.5833,30,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
29414,318824,MediumUsage,4.333,4.4,11,Medio,Medio,1.Inactivos,Tradicional
29415,320782,PowerUsage,2.09364,2.8889,15,Medio,Bajo,1.Inactivos,Tradicional
29425,354763,HighUsage,190.14036,5.1875,42,Alto,Medio,5.Select,Tradicional
29428,365707,HighUsage,0.43212,2.75,8,Alto,Bajo,4.Activos,Tradicional
29440,382502,PowerUsage,2.0146,4.6667,8,Medio,Bajo,4.Activos,Tradicional
29446,392870,HighUsage,466.6514,3.0,21,Medio,S/D,4.Activos,Mayorista
29451,397435,MinimalUsage,15.434,15.375,60,Medio,Medio,4.Activos,COMIDA
29464,412564,HighUsage,1.50436,2.6667,12,Alto,Medio,5.Select,Tradicional
29486,430904,HighUsage,13.903,4.8462,14,Bajo,Bajo,4.Activos,Tradicional
29490,435776,PowerUsage,5.41264,4.5714,41,Medio,Medio,5.Select,Tradicional
29502,441995,PowerUsage,23.1231,12.7188,85,Alto,Medio,5.Select,Tradicional
29504,442999,PowerUsage,0.10676,4.0,4,Alto,Medio,4.Activos,Tradicional
29507,446678,MediumUsage,2.63676,11.3333,20,Medio,Medio,2.Masivos,Tradicional
29516,450628,MediumUsage,1.7861399999999998,4.5714,12,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
29521,454491,PowerUsage,19.42788,5.7241,56,S/D,S/D,5.Select,Tradicional
29522,454721,MinimalUsage,13.7504,7.8,18,S/D,S/D,4.Activos,COMIDA
29523,454814,MediumUsage,60.32828000000001,10.8,35,Alto,Medio,4.Activos,BEBIDA
29532,458877,MinimalUsage,7.513439999999999,3.875,5,S/D,S/D,2.Masivos,OTROS REF
29538,460419,MinimalUsage,4.7352,1.25,4,S/D,S/D,1.Inactivos,Autoservicio
29557,155024,HighUsage,12.89506,7.9375,47,Alto,Medio,4.Activos,Kioscos/Maxikioscos
29558,159812,MediumUsage,5.376,5.9,11,Medio,Medio,2.Masivos,COMIDA
29562,181053,MinimalUsage,2.6036999999999995,8.4,26,Alto,Medio,1.Inactivos,Tradicional
29576,324594,PowerUsage,5.38074,6.0714,24,Medio,Bajo,4.Activos,Tradicional
29578,328765,HighUsage,20.3913,8.5833,40,Medio,Medio,4.Activos,Tradicional
29601,385895,PowerUsage,10.32168,3.8235,22,Medio,Bajo,4.Activos,Tradicional
29615,406679,MediumUsage,3.3245,3.0,13,Alto,Medio,1.Inactivos,COMIDA
29617,408347,PowerUsage,9.92658,6.625,30,Alto,Medio,4.Activos,Tradicional
29620,410124,HighUsage,5.890639999999999,7.8182,22,Alto,Medio,2.Masivos,Tradicional
29627,413835,MediumUsage,0.4293599999999999,4.0,8,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
29650,438839,HighUsage,3.24008,5.3333,11,Alto,Alto,4.Activos,COMIDA
29651,439088,PowerUsage,5.67392,5.0,25,Alto,Medio,4.Activos,Tradicional
29668,448310,MediumUsage,4.91142,6.4444,36,Alto,S/D,4.Activos,Tradicional
29678,450183,PowerUsage,33.76509,2.5417,23,Alto,Medio,5.Select,Tradicional
29686,455260,MediumUsage,0.92052,8.0,13,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
29710,103285,HighUsage,89.20862,11.6346,53,Alto,Medio,4.Activos,COMIDA
29712,112325,PowerUsage,22.627859999999995,11.0385,78,Alto,Medio,5.Select,Tradicional
29728,320192,PowerUsage,4.00332,3.5,25,Medio,Bajo,4.Activos,Tradicional
29729,320722,PowerUsage,20.08206,5.1739,46,Medio,Bajo,5.Select,Tradicional
29735,335995,PowerUsage,25.63116,4.9,74,Alto,Medio,5.Select,Tradicional
29746,366816,MediumUsage,1.55688,2.6,9,Alto,Medio,4.Activos,Tradicional
29751,376624,HighUsage,4.90944,6.2308,36,Alto,Bajo,4.Activos,Tradicional
29761,394993,HighUsage,2.8591800000000003,4.1818,21,Alto,Medio,4.Activos,Tradicional
29764,399467,HighUsage,19.63146,10.2308,24,Medio,Medio,4.Activos,Tradicional
29774,417015,MediumUsage,1.10838,2.5,6,Alto,Medio,1.Inactivos,Tradicional
29777,417987,HighUsage,35.148,5.0667,18,Medio,Medio,4.Activos,COMIDA
29791,426536,HighUsage,2.55766,5.1667,26,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
29798,428594,HighUsage,2.4427000000000003,9.3333,18,Medio,Bajo,2.Masivos,Kioscos/Maxikioscos
29808,434174,PowerUsage,17.12238,6.34,44,Alto,Medio,4.Activos,Tradicional
29828,448995,PowerUsage,10.85642,8.1842,49,Alto,Medio,5.Select,Tradicional
29831,450428,MediumUsage,2.9089400000000003,6.1,11,Bajo,Bajo,1.Inactivos,Tradicional
29832,450482,MinimalUsage,24.08392,6.3333,40,Alto,Medio,4.Activos,COMIDA
29834,451095,MinimalUsage,0.72,3.0,3,Alto,Medio,1.Inactivos,Tradicional
29851,456976,MediumUsage,3.265,8.1667,36,S/D,S/D,4.Activos,Kioscos/Maxikioscos
29854,458449,MediumUsage,12.590240000000003,8.7692,44,Alto,Medio,4.Activos,Kioscos/Maxikioscos
29858,460496,MinimalUsage,0.9261799999999998,9.0,9,S/D,S/D,2.Masivos,Kioscos/Maxikioscos
29880,111749,HighUsage,1.6368,5.2,13,Medio,Medio,4.Activos,Tradicional
29888,27085,MediumUsage,12.755210000000002,7.5385,44,Alto,Medio,2.Masivos,Tradicional
29890,29790,MinimalUsage,0.98736,5.0,14,Alto,S/D,1.Inactivos,Tradicional
29892,320318,PowerUsage,8.4675,9.7143,31,Alto,Medio,5.Select,Tradicional
29893,320935,HighUsage,0.21574,3.3333,6,Medio,Medio,4.Activos,Tradicional
29898,341966,PowerUsage,9.13398,3.6667,17,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
29905,364620,PowerUsage,3.74354,4.1818,22,Medio,S/D,4.Activos,Kioscos/Maxikioscos
29914,375353,PowerUsage,10.44982,9.9091,46,Medio,Medio,4.Activos,Tradicional
29928,393728,PowerUsage,2.07552,2.3,10,Alto,Medio,5.Select,Tradicional
29930,396295,HighUsage,6.409980000000001,11.4286,30,Alto,Medio,4.Activos,Tradicional
29931,397675,MinimalUsage,1.6040999999999996,5.75,15,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
29934,399459,HighUsage,6.596360000000001,7.4286,29,Medio,Medio,2.Masivos,Tradicional
29941,408172,PowerUsage,11.64008,6.85,49,Alto,Medio,4.Activos,Tradicional
29942,409048,MediumUsage,8.565599999999998,5.0,5,Alto,Medio,4.Activos,COMIDA
29945,411737,PowerUsage,14.2607,2.1364,22,Medio,S/D,5.Select,Tradicional
29946,412002,MediumUsage,3.85344,6.0,11,Bajo,S/D,,Instituciones
29955,424588,MinimalUsage,3.27898,2.4167,14,Medio,Medio,1.Inactivos,Tradicional
29961,428665,HighUsage,7.512559999999999,2.9615,20,Medio,Bajo,4.Activos,Tradicional
29965,432119,MediumUsage,4.66392,4.4286,29,Medio,S/D,4.Activos,Autoservicio
29982,444560,MinimalUsage,1.71863,5.8,24,Alto,S/D,1.Inactivos,Tradicional
29983,445881,HighUsage,3.40488,3.5455,14,Alto,Medio,2.Masivos,COMIDA
29984,446120,MediumUsage,0.485,4.3333,9,Medio,S/D,1.Inactivos,Tradicional
29987,447188,MediumUsage,127.87742,21.95,81,Alto,Medio,4.Activos,COMIDA
29996,448907,MinimalUsage,2.56238,8.75,27,Alto,Medio,4.Activos,COMIDA
30003,452809,PowerUsage,31.875,3.2,7,Medio,S/D,5.Select,Tradicional
30012,456140,PowerUsage,0.366,1.75,7,S/D,S/D,4.Activos,Tradicional
30015,457446,MediumUsage,3.03876,8.5,13,S/D,S/D,1.Inactivos,Autoservicio
30016,457841,MediumUsage,3.14756,7.3333,28,S/D,S/D,1.Inactivos,Tradicional
30042,311102,MediumUsage,11.14956,11.1111,33,Alto,Bajo,2.Masivos,Tradicional
30044,315288,HighUsage,1.7559999999999998,8.5,15,Medio,Medio,1.Inactivos,Tradicional
30053,331571,MediumUsage,0.5568599999999999,2.9,10,Medio,Medio,1.Inactivos,Tradicional
30056,342571,HighUsage,2.75806,3.6667,21,Medio,Medio,5.Select,Tradicional
30085,390305,HighUsage,2.79046,3.0185,21,Medio,Bajo,2.Masivos,Kioscos/Maxikioscos
30087,391439,PowerUsage,10.257920000000002,7.0588,38,Alto,Medio,2.Masivos,Tradicional
30088,392296,MinimalUsage,15.04184,6.0,37,Alto,Medio,4.Activos,Tradicional
30093,405945,HighUsage,14.314699999999997,12.6111,79,Alto,Medio,4.Activos,Tradicional
30097,408063,PowerUsage,16.33108,7.5,103,Alto,Medio,5.Select,Tradicional
30098,408467,MinimalUsage,25.8268,3.5833,9,Alto,Medio,4.Activos,BEBIDA
30106,417995,PowerUsage,50.91912000000001,5.6552,41,Alto,Medio,5.Select,Tradicional
30108,420550,HighUsage,9.95352,3.2315,27,Alto,S/D,4.Activos,Tradicional
30109,420552,MediumUsage,3.2200999999999995,3.85,13,Medio,Medio,4.Activos,Kioscos/Maxikioscos
30114,424922,PowerUsage,0.50902,3.6667,7,Medio,Bajo,4.Activos,Tradicional
30142,440640,PowerUsage,7.4785,7.9333,68,Alto,S/D,5.Select,Tradicional
30154,446255,HighUsage,0.73292,5.0,10,Medio,Medio,4.Activos,Tradicional
30169,453461,MediumUsage,10.43282,7.0909,17,Alto,S/D,2.Masivos,Tradicional
30173,454496,PowerUsage,2.83572,2.0,6,S/D,S/D,4.Activos,Tradicional
30183,458355,MediumUsage,1.36892,6.5,10,S/D,S/D,1.Inactivos,Tradicional
30202,122065,MinimalUsage,2.17104,6.4,15,Alto,Medio,1.Inactivos,Tradicional
30203,123559,MediumUsage,11.50908,9.125,50,Medio,Medio,1.Inactivos,Tradicional
30227,354936,MediumUsage,3.82424,5.8571,23,Medio,S/D,4.Activos,Tradicional
30236,379022,PowerUsage,4.12444,6.7,43,Alto,Medio,4.Activos,Tradicional
30241,383013,MinimalUsage,16.33748,8.5333,51,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
30243,388531,HighUsage,2.7632,2.875,12,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
30246,391886,PowerUsage,19.66874,3.3462,22,Alto,S/D,4.Activos,Autoservicio
30248,396437,MinimalUsage,2.5165800000000003,7.0,16,Alto,Medio,,KA Minoristas
30251,405166,MediumUsage,0.9709599999999998,5.0,10,Medio,Medio,1.Inactivos,Tradicional
30252,406586,MediumUsage,4.14514,2.0714,11,Alto,Bajo,4.Activos,Tradicional
30254,407569,HighUsage,7.3304,4.5385,24,Alto,Medio,4.Activos,COMIDA
30261,417171,PowerUsage,12.61884,16.7778,82,Alto,Medio,5.Select,Tradicional
30269,423842,PowerUsage,5.56398,5.0909,31,Medio,Medio,4.Activos,Tradicional
30273,426354,HighUsage,1.99684,3.3333,19,Medio,Medio,5.Select,Tradicional
30278,429422,MediumUsage,1.69182,5.5,7,Alto,Medio,1.Inactivos,Tradicional
30284,436302,MinimalUsage,4.89038,12.0,36,Medio,Bajo,1.Inactivos,Kioscos/Maxikioscos
30285,436607,PowerUsage,93.40322,2.125,29,Alto,Medio,5.Select,Autoservicio
30296,44149,MinimalUsage,0.51,3.0,7,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
30305,443514,MinimalUsage,0.45468,8.0,8,Alto,Medio,2.Masivos,BEBIDA
30309,444223,HighUsage,9.25126,5.7917,54,Alto,Medio,4.Activos,Tradicional
30317,448394,MinimalUsage,12.13628,7.6364,36,Medio,Medio,4.Activos,Tradicional
30328,452987,PowerUsage,5.487539999999999,6.7222,19,Medio,S/D,4.Activos,Kioscos/Maxikioscos
30331,454024,MinimalUsage,12.662719999999998,7.8571,22,S/D,S/D,4.Activos,ENTRETENIMIENTO
30361,136908,PowerUsage,10.59668,3.375,21,Medio,Bajo,4.Activos,Tradicional
30367,167762,HighUsage,0.8404800000000001,4.6667,10,Medio,S/D,4.Activos,Tradicional
30390,359313,PowerUsage,2.6702400000000006,3.9444,23,Alto,Medio,4.Activos,Tradicional
30413,404900,HighUsage,61.7854,9.5652,41,Alto,S/D,4.Activos,COMIDA
30416,41027,HighUsage,1.97014,2.7,8,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
30421,413798,HighUsage,16.80924,21.8333,62,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
30423,414205,MinimalUsage,0.69,4.6667,8,Alto,Medio,2.Masivos,ENTRETENIMIENTO
30425,415838,MediumUsage,19.97726,12.9091,40,Alto,Medio,4.Activos,COMIDA
30436,422240,MediumUsage,23.0828,6.45,19,Alto,S/D,4.Activos,COMIDA
30438,422548,HighUsage,19.77484,3.8462,32,Alto,Medio,4.Activos,Autoservicio
30446,429038,PowerUsage,6.09164,4.2857,20,Medio,Bajo,4.Activos,Tradicional
30448,429469,PowerUsage,22.08374,13.1563,66,Medio,Medio,4.Activos,Tradicional
30449,429901,HighUsage,8.120899999999999,5.5714,26,Alto,Medio,4.Activos,Tradicional
30457,434978,PowerUsage,35.082539999999995,12.5741,85,Alto,Medio,5.Select,Kioscos/Maxikioscos
30459,435567,PowerUsage,9.83418,9.0,36,Alto,Medio,2.Masivos,Tradicional
30460,435764,HighUsage,12.77314,6.95,51,Medio,Medio,3.Potenciales,Kioscos/Maxikioscos
30479,446635,MediumUsage,7.652280000000001,10.25,24,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
30495,454617,PowerUsage,1.57647,6.75,15,S/D,S/D,4.Activos,Kioscos/Maxikioscos
30497,455508,PowerUsage,32.085159999999995,10.32,66,Medio,Medio,5.Select,Kioscos/Maxikioscos
30503,457366,PowerUsage,14.28,27.4286,83,Alto,Medio,4.Activos,Tradicional
30505,457416,MediumUsage,1.6476000000000002,5.5,13,S/D,S/D,1.Inactivos,Tradicional
30512,458599,MinimalUsage,9.800639999999998,3.7778,6,S/D,S/D,2.Masivos,OTROS REF
30520,677161,MediumUsage,6.308999999999999,6.5,10,Medio,Medio,2.Masivos,COMIDA
30537,137490,HighUsage,4.3166,3.3889,12,Alto,S/D,5.Select,Tradicional
30538,149136,MediumUsage,5.24396,9.5,43,Alto,Medio,1.Inactivos,Tradicional
30542,176083,HighUsage,3.69918,3.0,24,Medio,Bajo,4.Activos,Tradicional
30547,312272,MinimalUsage,0.7811999999999999,4.25,9,Alto,Alto,2.Masivos,Kioscos/Maxikioscos
30551,320131,HighUsage,9.030600000000002,3.1818,12,Bajo,Bajo,4.Activos,Tradicional
30558,341251,MediumUsage,2.55386,5.8,17,Alto,Medio,1.Inactivos,Tradicional
30564,354635,PowerUsage,7.52626,2.2,12,Medio,Bajo,4.Activos,Tradicional
30568,359492,MediumUsage,3.811420000000001,3.8333,16,Medio,Bajo,4.Activos,Autoservicio
30577,368019,PowerUsage,16.88196,9.5652,77,Alto,Medio,5.Select,Tradicional
30579,376306,PowerUsage,76.47225999999999,14.9,111,Alto,Medio,4.Activos,Autoservicio
30580,377959,PowerUsage,3.890060000000001,2.8125,12,Medio,Bajo,4.Activos,Tradicional
30584,383451,MediumUsage,3.63696,6.6,21,Medio,Medio,2.Masivos,Tradicional
30585,384279,MinimalUsage,8.45076,3.1579,16,Alto,Alto,,KA Minoristas
30592,398837,MediumUsage,1.96826,5.0,18,Alto,Medio,4.Activos,BEBIDA
30594,405449,PowerUsage,14.415859999999997,7.7955,66,Alto,Medio,4.Activos,Kioscos/Maxikioscos
30595,405500,HighUsage,17.37462,7.2917,70,Alto,S/D,2.Masivos,Tradicional
30619,425387,MediumUsage,3.83,4.1429,6,Medio,Medio,4.Activos,Tradicional
30620,42567,HighUsage,4.23646,17.0,25,Alto,Bajo,2.Masivos,Tradicional
30621,426346,MediumUsage,2.65614,3.6667,10,Alto,Medio,2.Masivos,Tradicional
30622,427559,MediumUsage,9.30546,8.3125,37,Medio,Bajo,2.Masivos,Tradicional
30623,428345,HighUsage,4.143999999999999,2.9286,14,Alto,Medio,4.Activos,Tradicional
30628,432296,MediumUsage,3.5019599999999995,5.4,11,Medio,Bajo,2.Masivos,Tradicional
30630,432756,HighUsage,13.30234,10.3478,54,Alto,Medio,4.Activos,Kioscos/Maxikioscos
30633,434861,MinimalUsage,0.3961,6.0,6,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
30636,438445,MediumUsage,1.23732,3.8,5,Medio,Medio,1.Inactivos,Tradicional
30637,439730,MediumUsage,6.69302,7.1429,37,Medio,S/D,3.Potenciales,Kioscos/Maxikioscos
30638,439881,PowerUsage,57.45878,11.3333,48,Alto,Medio,5.Select,COMIDA
30653,447846,PowerUsage,16.743959999999998,11.375,70,Medio,Medio,4.Activos,Tradicional
30666,453274,PowerUsage,4.5134,5.7,32,Medio,S/D,4.Activos,Tradicional
30671,455415,MinimalUsage,3.9410000000000007,7.4444,24,S/D,S/D,2.Masivos,COMIDA
30678,456880,PowerUsage,6.1977,8.25,45,Alto,Medio,4.Activos,Tradicional
30679,457312,PowerUsage,20.69434,8.5,43,S/D,S/D,3.Potenciales,COMIDA
30685,54075,MediumUsage,7.04812,4.8,9,Alto,Medio,1.Inactivos,Tradicional
30714,22204,MediumUsage,0.12,2.0,2,Alto,Medio,4.Activos,COMIDA
30715,304744,PowerUsage,3.74488,5.5,20,Medio,Medio,4.Activos,Tradicional
30731,357105,HighUsage,12.99154,4.5,49,Medio,S/D,5.Select,Tradicional
30744,375984,MediumUsage,1.54176,5.0,11,Alto,Bajo,4.Activos,Tradicional
30746,38003,HighUsage,2.3293,2.1667,13,Medio,Medio,1.Inactivos,Tradicional
30760,406712,MinimalUsage,2.34,5.5,7,Medio,Medio,2.Masivos,ENTRETENIMIENTO
30772,417852,HighUsage,7.088619999999999,5.8333,21,Medio,Bajo,2.Masivos,Tradicional
30775,419697,MinimalUsage,1.37058,4.6667,8,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
30786,426359,PowerUsage,19.29466,5.8261,51,Medio,Medio,4.Activos,Tradicional
30788,428785,MinimalUsage,0.9789,3.5,8,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
30795,433942,PowerUsage,174.33532000000002,6.8049,79,Medio,Medio,5.Select,Tradicional
30802,442897,PowerUsage,14.66942,7.1364,47,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
30806,443461,MinimalUsage,0.27,7.0,7,Medio,Medio,1.Inactivos,Tradicional
30818,447848,PowerUsage,322.1417,4.3111,39,Medio,Medio,5.Select,Tradicional
30820,449920,MediumUsage,5.230700000000001,7.8889,18,Alto,S/D,2.Masivos,COMIDA
30839,456759,MinimalUsage,2.35736,3.8333,15,Alto,Medio,4.Activos,Tradicional
30844,458610,MediumUsage,2.10608,6.1429,27,S/D,S/D,4.Activos,Tradicional
30862,89345,HighUsage,4.38238,4.75,18,Medio,Alto,1.Inactivos,Tradicional
30865,115345,MinimalUsage,9.2484,8.1429,23,Alto,Medio,1.Inactivos,Tradicional
30870,136381,HighUsage,1.39528,2.8,11,Medio,Medio,4.Activos,Tradicional
30871,140433,MinimalUsage,4.77936,5.3333,13,Alto,Medio,2.Masivos,COMIDA
30880,22938,PowerUsage,11.59892,5.3333,32,Medio,Bajo,4.Activos,Tradicional
30885,320382,MinimalUsage,5.47704,5.6667,17,Medio,Medio,2.Masivos,Tradicional
30889,330899,HighUsage,16.394299999999998,8.619,91,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
30906,373003,PowerUsage,7.57108,5.7188,27,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
30909,378369,HighUsage,28.749,11.5556,33,Alto,Medio,3.Potenciales,COMIDA
30916,388156,HighUsage,14.70928,7.1111,54,Medio,Medio,4.Activos,Tradicional
30917,388238,HighUsage,0.38214,3.0,9,Medio,Alto,2.Masivos,Kioscos/Maxikioscos
30920,390469,MinimalUsage,2.835,7.2,12,Alto,Medio,2.Masivos,ENTRETENIMIENTO
30934,407191,MinimalUsage,1.88842,5.6667,19,Alto,Medio,1.Inactivos,Tradicional
30936,408092,PowerUsage,23.58684,3.38,23,Bajo,S/D,5.Select,Tradicional
30947,418063,PowerUsage,33.34786,6.381,91,Alto,Bajo,4.Activos,Autoservicio
30949,418405,HighUsage,9.63988,3.5556,19,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
30962,431319,PowerUsage,0.07838,0.75,3,Medio,Medio,4.Activos,Kioscos/Maxikioscos
30976,439784,MinimalUsage,0.2838,5.0,5,Alto,Medio,2.Masivos,COMIDA
