,POC,BussinessSegment,totalVolumen,SkuDistintosPromediosXOrden,SkuDistintosToTales,concentracion,nse,segmentoUnico,canal
26760,452316,PowerUsage,5.45668,4.0,20,Medio,S/D,5.Select,Tradicional
26761,452331,MediumUsage,22.19422,10.7143,40,Alto,S/D,4.Activos,COMIDA
26762,453321,MinimalUsage,3.53316,11.5,37,Alto,S/D,4.Activos,COMIDA
26767,455951,HighUsage,89.74164,3.0,26,Alto,Medio,5.Select,Tradicional
26791,160768,HighUsage,2.29176,3.7143,16,Medio,Bajo,1.Inactivos,Tradicional
26792,162548,HighUsage,1.2554,2.75,6,Bajo,Bajo,4.Activos,Tradicional
26799,26933,PowerUsage,16.84644,7.1818,61,Medio,Bajo,4.Activos,Tradicional
26805,310221,MediumUsage,0.3264,4.0,4,Medio,Bajo,1.Inactivos,Tradicional
26810,326080,HighUsage,12.66096,16.9091,80,Alto,S/D,5.Select,Kioscos/Maxikioscos
26824,380352,HighUsage,4.392580000000001,4.5,37,Alto,Medio,4.Activos,Kioscos/Maxikioscos
26834,393151,PowerUsage,1.45886,3.5,12,Medio,Medio,1.Inactivos,Tradicional
26835,393308,PowerUsage,28.38672,11.7333,69,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
26846,399082,MediumUsage,2.9331,8.2,25,Alto,Medio,4.Activos,Tradicional
26850,405764,MediumUsage,5.2494,10.0,22,Alto,Medio,4.Activos,BEBIDA
26860,411424,MinimalUsage,3.2525000000000004,1.7,4,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
26864,417272,MinimalUsage,0.6551400000000001,4.5,7,Medio,Medio,1.Inactivos,Tradicional
26867,418404,HighUsage,24.4529,2.2255,17,Alto,Bajo,4.Activos,Tradicional
26873,421829,MediumUsage,0.9498,2.0,9,Alto,Bajo,1.Inactivos,Tradicional
26877,423020,HighUsage,11.25498,16.2778,88,Alto,S/D,4.Activos,Kioscos/Maxikioscos
26879,42463,PowerUsage,10.71352,6.1458,31,Alto,Bajo,4.Activos,Kioscos/Maxikioscos
26880,424696,MediumUsage,5.90768,5.9167,30,Alto,Medio,1.Inactivos,Tradicional
26882,424927,MinimalUsage,2.09564,12.0,20,Alto,Bajo,1.Inactivos,Tradicional
26886,426232,MinimalUsage,0.34838,4.0,4,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
26892,429538,MediumUsage,3.33338,2.5909,19,Medio,Bajo,1.Inactivos,Kioscos/Maxikioscos
26897,435242,MinimalUsage,1.02,5.75,9,Alto,Medio,1.Inactivos,ENTRETENIMIENTO
26902,438642,MediumUsage,1.26134,5.6667,10,Alto,S/D,1.Inactivos,Tradicional
26903,439771,PowerUsage,1.09426,4.1,15,Medio,Bajo,4.Activos,Tradicional
26930,450074,MinimalUsage,1.9072,3.0,12,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
26936,451696,HighUsage,4.37318,4.8438,39,Alto,S/D,4.Activos,Kioscos/Maxikioscos
26938,452908,MediumUsage,1.86396,5.3333,9,Medio,S/D,1.Inactivos,Tradicional
26944,458406,HighUsage,9.726599999999998,7.3846,22,S/D,S/D,2.Masivos,Tradicional
26947,55373,PowerUsage,10.30276,6.5833,48,Alto,Medio,5.Select,Tradicional
26962,144063,PowerUsage,2.3775,3.8333,14,Bajo,Bajo,4.Activos,Tradicional
26969,184542,MediumUsage,3.28864,8.75,25,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
26979,320477,MediumUsage,1.8438,3.0,7,Medio,Bajo,1.Inactivos,Kioscos/Maxikioscos
26980,320528,MediumUsage,2.158,3.8,9,Bajo,Bajo,1.Inactivos,Kioscos/Maxikioscos
26983,326894,MediumUsage,2.29582,4.6667,14,Alto,Medio,4.Activos,Tradicional
26988,354669,MediumUsage,7.460700000000001,5.1,35,Alto,Medio,4.Activos,Tradicional
27002,380666,MediumUsage,7.307819999999999,3.1429,12,Medio,Bajo,1.Inactivos,Tradicional
27005,390174,HighUsage,40.943560000000005,5.3684,53,Medio,Bajo,5.Select,Kioscos/Maxikioscos
27020,417370,PowerUsage,16.730860000000003,2.7222,45,Medio,S/D,4.Activos,Autoservicio
27030,424740,HighUsage,4.884,4.0,23,Alto,S/D,2.Masivos,Kioscos/Maxikioscos
27031,424821,MinimalUsage,17.3771,11.6667,48,Medio,Medio,4.Activos,Kioscos/Maxikioscos
27035,426220,PowerUsage,10.914080000000002,8.1071,59,Alto,S/D,5.Select,Tradicional
27046,433245,MediumUsage,0.96632,8.0,11,Alto,Medio,1.Inactivos,Tradicional
27058,439089,MediumUsage,54.05884,12.125,45,Alto,Medio,4.Activos,COMIDA
27070,445137,PowerUsage,6.51962,8.3889,37,Alto,Medio,4.Activos,Tradicional
27074,446615,MediumUsage,1.61206,4.5,13,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
27078,447752,PowerUsage,6.43228,5.0,33,Medio,Medio,4.Activos,Tradicional
27081,449322,HighUsage,17.380620000000004,8.7778,79,Alto,Medio,5.Select,Tradicional
27082,449552,PowerUsage,13.39904,8.2941,50,Medio,Medio,2.Masivos,Tradicional
27086,449933,MinimalUsage,0.43314,3.0,10,Medio,Medio,1.Inactivos,Kioscos/Maxikioscos
27087,450231,HighUsage,1.70856,2.0,4,Alto,Medio,2.Masivos,COMIDA
27089,450632,MinimalUsage,7.50986,5.625,23,Bajo,Medio,4.Activos,BEBIDA
27101,454164,PowerUsage,52.36188,2.2778,16,S/D,S/D,5.Select,Kioscos/Maxikioscos
27105,456645,PowerUsage,107.52088,4.9375,35,S/D,S/D,5.Select,Tradicional
27112,458092,MinimalUsage,0.8999999999999999,3.0,5,S/D,S/D,2.Masivos,ENTRETENIMIENTO
27134,177966,HighUsage,2.7379,2.875,12,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
27138,320891,PowerUsage,1.65634,2.3571,10,Alto,Bajo,4.Activos,Kioscos/Maxikioscos
27141,327169,MediumUsage,23.91984,8.3636,49,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
27143,34049,HighUsage,0.84474,4.0,8,Medio,Bajo,1.Inactivos,Tradicional
27146,354264,PowerUsage,17.13544,9.95,71,Bajo,Medio,4.Activos,Tradicional
27150,364231,MediumUsage,5.897640000000001,3.7143,20,Alto,Medio,1.Inactivos,Tradicional
27164,39370,HighUsage,3.78396,7.5,25,Alto,S/D,4.Activos,Tradicional
27173,406260,MediumUsage,23.09742,8.6818,45,Alto,S/D,2.Masivos,Tradicional
27188,42176,PowerUsage,4.38614,3.6364,25,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
27193,425019,HighUsage,1.0211,2.5,9,Alto,Medio,4.Activos,Tradicional
27209,444151,HighUsage,8.14852,5.6,17,Bajo,Medio,,Instituciones
27218,448851,PowerUsage,30.26982,12.5833,86,Medio,Medio,5.Select,Tradicional
27222,44965,MediumUsage,1.45526,2.7,11,Medio,Bajo,1.Inactivos,Tradicional
27223,451404,MediumUsage,3.55088,6.1,34,Medio,S/D,2.Masivos,Kioscos/Maxikioscos
27224,451510,HighUsage,65.6599,2.5686,26,Alto,S/D,5.Select,Tradicional
27237,455945,HighUsage,1.97004,5.0,25,Medio,Medio,4.Activos,Tradicional
27238,456209,MinimalUsage,4.272,3.6667,14,S/D,S/D,4.Activos,Tradicional
27240,456342,HighUsage,2.47468,5.0,17,S/D,S/D,1.Inactivos,Tradicional
27241,456601,PowerUsage,3.84726,3.8333,23,Medio,Medio,4.Activos,Tradicional
27272,172787,MinimalUsage,3.76136,7.2222,29,Medio,Medio,1.Inactivos,Tradicional
27281,320267,MinimalUsage,0.24,2.0,2,Medio,Bajo,1.Inactivos,Kioscos/Maxikioscos
27285,326698,HighUsage,7.59856,4.2778,18,Medio,Bajo,4.Activos,Tradicional
27286,327868,HighUsage,2.48814,6.0,18,Alto,Medio,4.Activos,Tradicional
27288,35140,MinimalUsage,2.50465,4.125,18,Medio,S/D,1.Inactivos,Tradicional
27326,405428,HighUsage,5.51158,11.2857,35,Alto,Medio,2.Masivos,Tradicional
27356,428104,MediumUsage,2.17268,7.0,10,Alto,Medio,4.Activos,COMIDA
27377,441444,MediumUsage,7.65646,5.95,22,Alto,Medio,4.Activos,COMIDA
27384,444044,MinimalUsage,12.23592,9.0,24,Medio,S/D,3.Potenciales,COMIDA
27393,450433,HighUsage,9.27933,3.0455,17,Medio,Bajo,2.Masivos,Tradicional
27400,455180,MediumUsage,2.20388,7.4,23,Alto,Medio,1.Inactivos,Tradicional
27402,458362,HighUsage,2.02218,5.8889,27,S/D,S/D,4.Activos,Kioscos/Maxikioscos
27407,459443,MinimalUsage,0.4483399999999999,4.5,8,S/D,S/D,1.Inactivos,Tradicional
27412,460518,MinimalUsage,0.75336,7.0,7,S/D,S/D,2.Masivos,COMIDA
27424,96916,PowerUsage,22.64186,6.8281,56,Alto,Medio,5.Select,Tradicional
27428,174853,PowerUsage,10.80026,7.5357,47,Alto,Medio,4.Activos,Tradicional
27443,320262,MediumUsage,8.63146,3.5,9,Alto,Bajo,1.Inactivos,Tradicional
27447,335609,MediumUsage,1.53712,5.1667,22,Medio,Medio,1.Inactivos,Tradicional
27470,379898,MediumUsage,173.6554,5.7647,51,Alto,Medio,4.Activos,Mayorista
27480,393240,PowerUsage,278.3432,2.0,24,Medio,S/D,5.Select,Tradicional
27483,395308,PowerUsage,32.98692,9.82,94,Medio,Medio,5.Select,Tradicional
27495,413468,HighUsage,45.78546,3.3933,56,Alto,Medio,4.Activos,Autoservicio
27504,424595,HighUsage,0.58176,5.0,8,Alto,Medio,1.Inactivos,Tradicional
27516,433019,HighUsage,8.74372,3.2,26,Alto,Medio,2.Masivos,Tradicional
27522,435125,HighUsage,57.07238,12.925,56,Medio,Medio,4.Activos,COMIDA
27523,435843,MediumUsage,0.05676,1.0,1,Alto,S/D,1.Inactivos,Autoservicio
27528,439557,HighUsage,33.40758,8.7,31,Alto,Medio,4.Activos,COMIDA
27529,43974,HighUsage,0.48706,1.6667,6,Medio,Medio,4.Activos,Tradicional
27548,451918,HighUsage,8.70168,9.5769,60,Alto,S/D,5.Select,Tradicional
27551,453064,PowerUsage,42.6774,3.9048,29,Medio,S/D,5.Select,Tradicional
27555,453937,MinimalUsage,64.008,5.0,9,Alto,S/D,4.Activos,BEBIDA
27569,459397,MediumUsage,0.94902,7.5,13,S/D,S/D,1.Inactivos,Tradicional
27572,57159,MediumUsage,0.147,1.0,2,Alto,Medio,2.Masivos,Tradicional
27589,126058,HighUsage,9.04878,8.3077,68,Medio,Medio,5.Select,Tradicional
27590,136910,PowerUsage,8.16258,5.7895,36,Medio,S/D,5.Select,Tradicional
27602,310000,MediumUsage,5.106159999999999,6.4286,23,Medio,S/D,2.Masivos,Tradicional
27610,359964,HighUsage,1.99644,5.0833,22,Medio,Medio,4.Activos,Tradicional
27624,385210,MinimalUsage,3.86514,6.4286,17,Medio,S/D,1.Inactivos,Tradicional
27628,392499,PowerUsage,34.24314,10.92,96,Alto,Medio,5.Select,Tradicional
27648,413833,PowerUsage,69.76552,2.8056,17,Medio,Medio,5.Select,Tradicional
27649,415870,PowerUsage,1.44718,4.5,7,Alto,S/D,4.Activos,Tradicional
27657,420699,MediumUsage,3.53958,6.6364,30,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
27661,423068,MediumUsage,17.07126,4.8182,49,Alto,Medio,4.Activos,Autoservicio
27662,423341,PowerUsage,1.12012,3.25,9,Medio,Bajo,4.Activos,Tradicional
27663,423442,MediumUsage,22.41834,8.5,46,Medio,Medio,4.Activos,Tradicional
27664,424132,HighUsage,0.8277600000000002,4.6667,15,Alto,Medio,1.Inactivos,Tradicional
27666,424336,MinimalUsage,8.68378,7.3929,34,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
27668,425380,MediumUsage,2.4348,5.5,15,Medio,S/D,1.Inactivos,Tradicional
27672,426358,HighUsage,26.87894,5.3077,50,Alto,Medio,4.Activos,Autoservicio
27684,432417,HighUsage,1665.9816999999998,1.8152,29,Medio,Medio,5.Select,Kioscos/Maxikioscos
27686,433567,HighUsage,1.7770399999999995,4.7,12,Alto,Medio,1.Inactivos,Tradicional
27694,436509,HighUsage,6.0572,3.4583,16,Medio,Alto,4.Activos,Tradicional
27701,438974,MediumUsage,113.54928,2.7368,11,Bajo,Bajo,4.Activos,Kioscos/Maxikioscos
27711,445279,PowerUsage,24.15159,4.7174,60,Medio,Bajo,5.Select,Kioscos/Maxikioscos
27712,445327,MediumUsage,2.84874,7.4286,17,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
27721,450105,HighUsage,57.03614,17.125,58,Alto,Medio,4.Activos,BEBIDA
27722,451091,PowerUsage,8.473979999999997,6.9643,57,Alto,Bajo,5.Select,Tradicional
27723,451213,PowerUsage,3.02042,3.0,18,Alto,Medio,5.Select,Tradicional
27724,451317,HighUsage,0.1181599999999999,1.25,5,Alto,Medio,1.Inactivos,Tradicional
27730,455082,MinimalUsage,22.113380000000003,9.3333,39,Alto,Medio,4.Activos,COMIDA
27744,458263,HighUsage,4.12004,12.6667,24,Alto,Medio,4.Activos,COMIDA
27745,458408,MinimalUsage,7.654,7.0,22,S/D,S/D,2.Masivos,COMIDA
27747,459043,MediumUsage,1.6120800000000002,3.0625,15,S/D,S/D,1.Inactivos,Tradicional
27757,97495,MinimalUsage,0.55116,6.0,10,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
27765,24329,PowerUsage,8.809339999999999,4.8333,37,Medio,Medio,4.Activos,Kioscos/Maxikioscos
27770,320440,HighUsage,5.20562,4.0714,20,Medio,S/D,4.Activos,Tradicional
27771,320701,MediumUsage,0.8400000000000001,3.5,5,Medio,Bajo,1.Inactivos,Tradicional
27772,320995,PowerUsage,7.942839999999999,2.5417,13,Medio,Bajo,4.Activos,Tradicional
27776,330345,MediumUsage,1.53892,3.5,6,Medio,Bajo,1.Inactivos,Tradicional
27790,372603,PowerUsage,4.489660000000001,3.75,25,Medio,Medio,4.Activos,Tradicional
27802,398162,MediumUsage,0.97324,3.5,10,Alto,Medio,1.Inactivos,Tradicional
27825,422970,HighUsage,10.216880000000002,3.4348,39,Medio,S/D,5.Select,Tradicional
27826,423707,PowerUsage,6.58816,11.8333,28,Medio,Medio,4.Activos,Tradicional
27843,436847,MinimalUsage,5.53168,8.0,29,Medio,Medio,4.Activos,Tradicional
27844,436874,HighUsage,7.910880000000001,7.875,26,Alto,Medio,4.Activos,COMIDA
27845,438006,MediumUsage,1.18714,4.375,14,Alto,Bajo,1.Inactivos,Kioscos/Maxikioscos
27852,441246,MinimalUsage,1.25948,8.5,16,Alto,Medio,1.Inactivos,Tradicional
27855,442330,MediumUsage,35.9332,6.1429,26,Medio,S/D,4.Activos,Kioscos/Maxikioscos
27876,452167,HighUsage,0.798,2.5,6,Alto,S/D,1.Inactivos,Tradicional
27877,452277,MinimalUsage,0.96,2.0,3,Alto,S/D,2.Masivos,BEBIDA
27881,455823,PowerUsage,6.57454,4.8846,37,Medio,Bajo,2.Masivos,Tradicional
27882,456328,HighUsage,14.265109999999998,4.4423,23,S/D,S/D,4.Activos,Kioscos/Maxikioscos
27889,458454,PowerUsage,54.0214,9.75,42,S/D,S/D,3.Potenciales,COMIDA
27893,459958,MinimalUsage,3.09222,5.9375,28,S/D,S/D,1.Inactivos,Tradicional
27896,460386,MinimalUsage,12.18428,3.6,17,S/D,S/D,1.Inactivos,Autoservicio
27911,124819,HighUsage,3.8319,3.125,14,Alto,Medio,4.Activos,Tradicional
27912,145067,MinimalUsage,4.1348,7.25,10,Alto,Medio,1.Inactivos,Tradicional
27920,300629,HighUsage,36.66374,16.9286,68,Alto,Medio,4.Activos,Kioscos/Maxikioscos
27930,328631,HighUsage,77.74982,7.4857,77,Medio,Medio,5.Select,Tradicional
27936,360536,MinimalUsage,7.55136,3.5556,13,Medio,Bajo,2.Masivos,Kioscos/Maxikioscos
27948,382980,MinimalUsage,0.22602,4.0,6,Alto,S/D,2.Masivos,Kioscos/Maxikioscos
27958,394234,MediumUsage,10.038800000000002,7.2308,40,Alto,Alto,4.Activos,Tradicional
27962,396858,MediumUsage,2.63718,3.5833,15,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
27963,397019,MediumUsage,220.5216,3.7778,10,Medio,Bajo,,Instituciones
27988,422930,PowerUsage,9.34436,3.5667,20,Medio,S/D,4.Activos,Tradicional
28004,433945,HighUsage,4.14554,6.125,21,Medio,Medio,4.Activos,Tradicional
28019,441052,HighUsage,8.68618,8.9375,36,Alto,Medio,4.Activos,Tradicional
28020,441842,HighUsage,5.37486,4.8571,17,Medio,Bajo,1.Inactivos,Tradicional
28033,447660,HighUsage,7.65416,7.76,57,Medio,S/D,4.Activos,Tradicional
28039,449462,MinimalUsage,4.559720000000001,7.1667,11,Alto,Medio,2.Masivos,COMIDA
28049,455257,PowerUsage,17.804620000000003,5.625,69,Medio,Medio,5.Select,Tradicional
28069,121426,PowerUsage,3.5404599999999995,6.9167,18,Alto,Medio,4.Activos,Tradicional
28070,124345,PowerUsage,21.0285,2.6923,36,Medio,Medio,4.Activos,Tradicional
28072,145634,MinimalUsage,5.99058,8.1111,33,Alto,Medio,2.Masivos,Tradicional
28081,26282,MinimalUsage,0.8846,5.5,18,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
28086,323034,MediumUsage,3.84212,4.0909,11,Alto,Medio,1.Inactivos,COMIDA
28112,370529,PowerUsage,4.98702,2.5714,16,Medio,Bajo,1.Inactivos,Tradicional
28116,374821,MinimalUsage,0.92394,8.5,16,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
28131,395440,HighUsage,44.8431,5.225,67,Medio,S/D,4.Activos,Autoservicio
28133,396636,HighUsage,9.58564,6.5,26,Medio,Medio,2.Masivos,Tradicional
28138,408082,MinimalUsage,3.18444,7.4286,23,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
28139,408149,PowerUsage,7.09896,3.4375,36,Medio,Medio,4.Activos,Tradicional
28155,423573,MinimalUsage,1.6438799999999998,7.6667,14,Alto,Medio,2.Masivos,COMIDA
28159,426347,HighUsage,36.71528,11.3846,72,Medio,Medio,5.Select,Tradicional
28173,430697,PowerUsage,89.56569999999999,3.5577,51,Alto,Medio,5.Select,Kioscos/Maxikioscos
28176,432768,MediumUsage,0.82278,3.25,13,Medio,Medio,1.Inactivos,Tradicional
28180,435437,PowerUsage,3.19886,5.5714,17,Medio,Bajo,4.Activos,Tradicional
28181,435663,MediumUsage,7.85576,6.55,44,Medio,Medio,4.Activos,Tradicional
28182,438079,PowerUsage,6.15761,7.7222,53,Bajo,Medio,5.Select,Tradicional
28185,440191,MinimalUsage,2.8659,4.125,15,Alto,Medio,1.Inactivos,Tradicional
28186,440305,MediumUsage,2.3319,3.9,14,Alto,Medio,1.Inactivos,Tradicional
28189,441167,MediumUsage,8.28854,10.125,30,Alto,Medio,4.Activos,COMIDA
28190,441942,MinimalUsage,11.54204,6.2308,21,Alto,Medio,4.Activos,COMIDA
28198,447001,MinimalUsage,4.289999999999999,4.5714,11,Medio,Medio,2.Masivos,ENTRETENIMIENTO
28201,44773,HighUsage,4.128,3.0714,13,Medio,Medio,2.Masivos,Tradicional
28203,449590,MediumUsage,6.78464,5.2222,29,Alto,S/D,1.Inactivos,Tradicional
28213,454023,PowerUsage,2.54354,6.3125,29,S/D,S/D,4.Activos,Tradicional
28226,457484,HighUsage,9.32946,6.5,32,S/D,S/D,2.Masivos,Tradicional
28247,112459,HighUsage,1.4754200000000002,2.4286,10,Alto,Medio,1.Inactivos,Tradicional
28249,142040,PowerUsage,16.96008,5.425,56,Medio,S/D,5.Select,Kioscos/Maxikioscos
28251,168134,HighUsage,10.41632,3.6087,33,Medio,Bajo,4.Activos,Tradicional
28260,303529,MediumUsage,93.9127,9.1034,35,Alto,Medio,4.Activos,BEBIDA
28261,311644,MediumUsage,4.374959999999999,5.25,21,Medio,Medio,2.Masivos,Tradicional
28279,362986,PowerUsage,95.58552,4.5909,46,Alto,Medio,4.Activos,Autoservicio
28280,364112,HighUsage,7.653180000000001,6.3333,34,Medio,Bajo,4.Activos,Tradicional
28296,391516,PowerUsage,36.1701,6.9219,99,Alto,Medio,5.Select,Tradicional
28306,405427,HighUsage,31.3258,3.1111,18,Medio,Medio,5.Select,Tradicional
28319,413851,HighUsage,12.6643,6.8438,52,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
28321,415827,MinimalUsage,1.7754200000000002,2.0,7,Alto,Bajo,1.Inactivos,Kioscos/Maxikioscos
28324,41999,MinimalUsage,0.91352,3.75,7,Alto,Medio,1.Inactivos,Tradicional
28336,427898,PowerUsage,9.83858,4.5769,34,Medio,Medio,4.Activos,Tradicional
28345,435292,MediumUsage,9.77548,7.5,31,Alto,Medio,,Instituciones
28348,436576,MinimalUsage,9.06712,4.3667,21,Medio,Medio,4.Activos,COMIDA
28358,443228,MediumUsage,0.21,2.5,4,Medio,Bajo,4.Activos,Tradicional
28363,445724,MediumUsage,44.674040000000005,8.6923,63,Medio,Medio,4.Activos,Tradicional
28376,454666,MinimalUsage,3.50202,11.2,25,S/D,S/D,3.Potenciales,OTROS REF
28404,100640,MediumUsage,2.1129800000000003,5.5556,20,Alto,S/D,2.Masivos,Tradicional
28420,159870,MinimalUsage,4.12264,14.6667,30,Alto,S/D,4.Activos,Tradicional
28423,181563,PowerUsage,5.783580000000001,4.4444,19,Medio,Bajo,5.Select,Tradicional
28425,189468,HighUsage,5.99464,3.65,15,Medio,Bajo,2.Masivos,Kioscos/Maxikioscos
28437,357402,HighUsage,9.248639999999998,9.6154,50,Alto,Medio,4.Activos,Tradicional
28439,360425,MediumUsage,0.60768,3.0,5,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
28443,367664,MinimalUsage,2.20792,8.0,25,Alto,Medio,1.Inactivos,Tradicional
28445,369339,HighUsage,13.39508,12.3333,46,Alto,Medio,4.Activos,COMIDA
28453,375231,MediumUsage,0.75476,3.6667,7,Alto,Medio,1.Inactivos,Tradicional
28456,38013,PowerUsage,3.22528,3.0,16,Medio,Medio,4.Activos,Tradicional
28460,388190,HighUsage,1.1282,3.25,10,Medio,S/D,2.Masivos,Tradicional
28467,395051,HighUsage,13.38746,6.9773,68,Alto,Medio,5.Select,Kioscos/Maxikioscos
28469,396862,MinimalUsage,3.353,4.75,11,Alto,S/D,1.Inactivos,Tradicional
28472,40384,PowerUsage,1.10256,1.3,8,Alto,Bajo,4.Activos,Tradicional
28476,409136,MinimalUsage,15.13512,7.2,33,Medio,Bajo,2.Masivos,Tradicional
28490,421013,HighUsage,97.35529,11.1667,157,Medio,Alto,5.Select,Autoservicio
28495,42263,MediumUsage,4.69814,7.2222,22,Medio,Medio,4.Activos,Tradicional
28498,426351,MediumUsage,19.723,7.5,42,Medio,Bajo,3.Potenciales,Kioscos/Maxikioscos
28505,429592,HighUsage,38.8454,10.0,62,Alto,Medio,5.Select,Tradicional
28509,431806,MediumUsage,9.170000000000002,5.6667,18,Alto,Medio,2.Masivos,Tradicional
28511,433681,PowerUsage,290.05980000000005,2.33,39,Medio,Medio,5.Select,Tradicional
28514,435119,PowerUsage,21.52004,13.7188,92,Alto,Bajo,5.Select,Tradicional
28521,439421,PowerUsage,9.39922,6.4063,22,Alto,Bajo,4.Activos,Tradicional
28523,439740,MediumUsage,1.06106,10.5,17,Medio,S/D,4.Activos,Tradicional
28525,440252,HighUsage,3.0857400000000004,7.0714,29,Alto,Medio,4.Activos,Tradicional
28528,443320,PowerUsage,14.095479999999998,7.7184,60,Alto,S/D,4.Activos,Kioscos/Maxikioscos
28538,448905,MinimalUsage,1.6848,4.5,8,Alto,Medio,,Instituciones
28541,450289,PowerUsage,3.3253000000000004,2.2222,19,Bajo,Bajo,4.Activos,Tradicional
28544,451035,PowerUsage,18.32613,9.5333,106,Alto,Medio,2.Masivos,Tradicional
28546,452295,PowerUsage,24.06144,5.1944,40,Medio,S/D,5.Select,Kioscos/Maxikioscos
28563,458572,MediumUsage,0.97494,7.5,13,S/D,S/D,1.Inactivos,Tradicional
28565,459864,MinimalUsage,1.26128,3.0,7,S/D,S/D,1.Inactivos,Tradicional
28583,168948,HighUsage,17.13096,9.6,38,Alto,Medio,4.Activos,Tradicional
28584,168984,HighUsage,10.76412,7.75,56,Medio,Medio,4.Activos,COMIDA
28590,314893,MediumUsage,1.77732,3.5,5,Medio,Bajo,1.Inactivos,Tradicional
28592,328393,MediumUsage,5.81728,2.4444,19,Bajo,Bajo,1.Inactivos,Tradicional
28603,36725,PowerUsage,6.3576,3.4167,32,Medio,Bajo,4.Activos,Tradicional
28605,368858,HighUsage,16.907420000000002,7.5,56,Alto,Medio,3.Potenciales,Kioscos/Maxikioscos
28637,417863,HighUsage,12.63176,8.875,44,Medio,Alto,4.Activos,Tradicional
28641,423510,HighUsage,14.73086,10.5588,65,Medio,S/D,4.Activos,Kioscos/Maxikioscos
28644,426722,PowerUsage,10.10348,6.0417,38,Medio,Medio,5.Select,Tradicional
28658,432601,MinimalUsage,11.42072,7.3636,29,Medio,Medio,4.Activos,COMIDA
28667,438480,HighUsage,6.101439999999999,10.7273,43,Alto,S/D,5.Select,Tradicional
28671,441055,HighUsage,0.31298,1.6667,6,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
28677,442511,PowerUsage,6.38282,5.8333,33,Medio,Bajo,4.Activos,Tradicional
28688,446809,MinimalUsage,2.12358,11.0,11,Alto,Medio,1.Inactivos,Tradicional
28714,457299,MinimalUsage,0.42504,3.6667,5,S/D,S/D,1.Inactivos,Tradicional
28734,116392,PowerUsage,14.57802,6.1667,33,Medio,Medio,5.Select,Kioscos/Maxikioscos
28735,127022,MediumUsage,5.819999999999999,8.8571,17,Alto,Medio,2.Masivos,Tradicional
28742,307008,MediumUsage,1.06278,3.0714,10,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
28745,323046,MediumUsage,2.54676,3.4,5,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
28754,357662,MediumUsage,9.47632,3.05,22,Medio,Medio,1.Inactivos,Tradicional
28756,360694,MediumUsage,736.6478999999999,6.2683,42,Bajo,Bajo,3.Potenciales,Mayorista
28763,368153,HighUsage,7.0856,9.0,35,Alto,Alto,4.Activos,Tradicional
28778,393909,HighUsage,1.03372,5.1667,20,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
28795,414683,MediumUsage,0.8576000000000001,2.8333,10,Alto,Medio,1.Inactivos,Tradicional
28802,419244,PowerUsage,18.75456,6.5,31,Medio,Bajo,4.Activos,Tradicional
28808,422224,HighUsage,28.073059999999995,15.6429,91,Alto,Medio,4.Activos,Kioscos/Maxikioscos
28809,422294,MediumUsage,13.13456,5.5833,23,Bajo,Bajo,4.Activos,ENTRETENIMIENTO
28816,425419,PowerUsage,7.014,5.7,19,Medio,Bajo,4.Activos,Tradicional
28822,427291,MinimalUsage,9.20678,9.3333,40,Medio,Medio,2.Masivos,Tradicional
28829,431765,PowerUsage,4.3113,5.5,29,Alto,Medio,4.Activos,Tradicional
28835,435069,PowerUsage,13.1952,6.3846,41,Alto,Medio,2.Masivos,Tradicional
28838,436076,PowerUsage,27.72908,5.3864,60,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
28840,437341,MediumUsage,51.19003,2.6,31,Medio,Medio,4.Activos,Tradicional
28844,440642,PowerUsage,0.76498,2.3,9,Medio,Medio,4.Activos,Tradicional
28847,442331,MediumUsage,23.79958,10.4444,50,Alto,Medio,4.Activos,Tradicional
28849,444018,MinimalUsage,1.38,2.0,2,Alto,Medio,2.Masivos,ENTRETENIMIENTO
28851,444277,PowerUsage,10.007360000000002,4.7857,43,Alto,Medio,4.Activos,Tradicional
28869,452206,PowerUsage,21.74198,6.4688,73,Medio,S/D,4.Activos,Autoservicio
